Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort,departure_date,total_duration,dep_time,ret_time,dep_airline,ret_airline,total_stops,target
5:00 am – 12:35 am +2,United Airlines,EWR‐SIN,31h35m,2,"ORD, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1429,cheap,2022-04-12,3785,5:44,9:00,United Airlines,United Airlines,3,0
8:15 pm – 5:15 pm +2,"United Airlines, ANA",EWR‐SIN,33h00m,2,"SFO, HND",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1028,20220403-1429,cheap,2022-04-12,3154,9:00,1:10,Korean Air,Korean Air,3,0
6:30 pm – 5:15 pm +2,"United Airlines, ANA",EWR‐SIN,34h45m,2,"SFO, HND",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1028,20220403-1429,cheap,2022-04-12,3214,8:00,1:10,Korean Air,Korean Air,3,0
6:30 am – 12:35 am +2,ANA,EWR‐SIN,30h05m,2,"LAX, NRT",6:10 am – 9:44 pm,ANA,SIN‐EWR,27h34m,2,"NRT, SFO",1036,20220403-1427,best,2022-04-12,2860,11:25,6:10,ANA,ANA,4,1
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,983,20220403-1427,best,2022-04-12,2860,11:25,6:10,ANA,ANA,2,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1077,20220403-1427,best,2022-04-12,3245,8:00,1:10,Korean Air,Korean Air,2,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,1077,20220403-1427,best,2022-04-12,2925,10:20,6:10,United Airlines,ANA,2,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1012,20220403-1427,best,2022-04-12,3155,6:30,6:10,ANA,ANA,2,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 9:44 pm,ANA,SIN‐EWR,27h34m,2,"NRT, SFO",1003,20220403-1427,best,2022-04-12,2862,11:25,9:00,United Airlines,United Airlines,3,1
7:51 am – 12:35 am +2,ANA,EWR‐SIN,28h44m,2,"ORD, NRT",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,1065,20220403-1427,best,2022-04-12,3185,6:00,6:10,United Airlines,ANA,3,0
6:30 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h05m,2,"LAX, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1029,20220403-1427,best,2022-04-12,2994,11:25,9:00,United Airlines,United Airlines,3,1
8:15 pm – 5:15 pm +2,"United Airlines, ANA",EWR‐SIN,33h00m,2,"SFO, HND",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1028,20220403-1427,best,2022-04-12,3185,9:00,1:10,Korean Air,Korean Air,3,0
5:44 am – 12:35 am +2,United Airlines,EWR‐SIN,30h51m,2,"IAH, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1427,best,2022-04-12,3330,11:25,6:10,ANA,ANA,3,0
6:30 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h05m,2,"ORD, NRT",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,1091,20220403-1427,best,2022-04-12,3201,5:44,6:10,United Airlines,ANA,3,0
6:30 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h05m,2,"LAX, NRT",9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1021,20220403-1427,best,2022-04-12,3154,9:00,1:10,Korean Air,Korean Air,3,0
5:00 am – 12:35 am +2,United Airlines,EWR‐SIN,31h35m,2,"ORD, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1427,best,2022-04-12,3444,11:25,9:00,United Airlines,United Airlines,3,0
6:30 pm – 5:15 pm +2,"United Airlines, ANA",EWR‐SIN,34h45m,2,"SFO, HND",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1028,20220403-1427,best,2022-04-12,3340,11:25,10:10,ANA,ANA,3,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 12:30 am +1,ANA,SIN‐EWR,30h20m,2,"NRT, LAX",1071,20220403-1427,best,2022-04-12,3214,8:00,1:10,Korean Air,Korean Air,3,0
6:00 pm – 5:15 pm +2,"United Airlines, ANA",EWR‐SIN,35h15m,2,"LAX, HND",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1028,20220403-1427,best,2022-04-12,3557,11:25,9:00,United Airlines,United Airlines,3,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,2035,20220403-1432,fast,2022-04-12,2540,10:25,8:45,Singapore Airlines,Singapore Airlines,1,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,8:45 pm – 8:20 am +1,Singapore Airlines,SIN‐EWR,23h35m,1,LAX,3014,20220403-1432,fast,2022-04-12,2585,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,6:40 pm – 7:05 am +1,Singapore Airlines,SIN‐EWR,24h25m,1,SFO,2385,20220403-1432,fast,2022-04-12,2590,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
8:45 pm – 7:00 am +2,Lufthansa,EWR‐SIN,22h15m,1,MUC,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,3131,20220403-1432,fast,2022-04-12,2665,10:25,6:40,Singapore Airlines,Singapore Airlines,2,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,11:30 pm – 1:50 pm +1,"Singapore Airlines, Finnair",SIN‐EWR,26h20m,1,LHR,6303,20220403-1432,fast,2022-04-12,2679,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
8:45 pm – 7:00 am +2,Lufthansa,EWR‐SIN,22h15m,1,MUC,8:45 pm – 8:20 am +1,"Singapore Airlines, JetBlue",SIN‐EWR,23h35m,1,LAX,4008,20220403-1432,fast,2022-04-12,2820,10:25,11:40,Singapore Airlines,Lufthansa,2,0
7:35 pm – 7:00 am +2,Lufthansa,EWR‐SIN,23h25m,2,"FRA, MUC",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,3152,20220403-1432,fast,2022-04-12,2840,6:20,1:25,SWISS,SWISS,3,0
8:45 pm – 7:00 am +2,Lufthansa,EWR‐SIN,22h15m,1,MUC,12:30 am – 12:45 pm,Lufthansa,SIN‐EWR,24h15m,1,MUC,3491,20220403-1432,fast,2022-04-12,2860,11:25,6:10,ANA,ANA,2,0
7:35 pm – 7:00 am +2,Lufthansa,EWR‐SIN,23h25m,2,"FRA, MUC",8:45 pm – 8:20 am +1,"Singapore Airlines, JetBlue",SIN‐EWR,23h35m,1,LAX,3985,20220403-1432,fast,2022-04-12,2862,11:25,9:00,United Airlines,United Airlines,3,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,11:40 pm – 4:05 pm +1,Lufthansa,SIN‐EWR,28h25m,1,FRA,2054,20220403-1432,fast,2022-04-12,2875,5:45,1:25,SWISS,SWISS,1,0
6:20 pm – 5:55 am +2,SWISS,EWR‐SIN,23h35m,1,ZRH,8:45 pm – 8:20 am +1,"Singapore Airlines, JetBlue",SIN‐EWR,23h35m,1,LAX,3941,20220403-1432,fast,2022-04-12,2880,5:40,1:25,SWISS,SWISS,2,0
6:20 pm – 5:55 am +2,SWISS,EWR‐SIN,23h35m,1,ZRH,1:25 am – 1:10 pm,SWISS,SIN‐EWR,23h45m,1,ZRH,3449,20220403-1432,fast,2022-04-12,2895,8:45,11:55,Lufthansa,Lufthansa,2,0
7:35 pm – 6:50 am +2,Lufthansa,EWR‐SIN,23h15m,1,FRA,12:30 am – 12:45 pm,Lufthansa,SIN‐EWR,24h15m,1,MUC,3508,20220403-1432,fast,2022-04-12,2900,11:25,6:10,ANA,ANA,2,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,983,20220403-1432,fast,2022-04-12,2925,10:20,6:10,United Airlines,ANA,2,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1077,20220403-1432,fast,2022-04-12,2945,10:25,6:10,Singapore Airlines,ANA,2,1
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3245,8:00,1:10,Korean Air,Korean Air,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3185,9:00,1:10,Korean Air,Korean Air,2,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1436,cheap,2022-04-13,2860,11:25,6:10,ANA,ANA,2,1
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1436,cheap,2022-04-13,3155,6:30,6:10,ANA,ANA,2,0
3:45 pm – 6:45 am +2,United Airlines,EWR‐SIN,27h00m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3627,11:25,10:10,ANA,ANA,2,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 12:44 am +1,United Airlines,SIN‐EWR,27h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3444,11:25,9:00,United Airlines,United Airlines,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 12:44 am +1,United Airlines,SIN‐EWR,27h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3557,11:25,9:00,United Airlines,United Airlines,2,0
2:15 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h30m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1436,cheap,2022-04-13,3639,11:25,9:00,United Airlines,United Airlines,2,0
12:00 pm – 6:45 am +2,United Airlines,EWR‐SIN,30h45m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,2925,10:20,6:10,United Airlines,ANA,2,1
2:15 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h30m,1,SFO,9:00 am – 12:44 am +1,United Airlines,SIN‐EWR,27h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3185,6:00,6:10,United Airlines,ANA,2,0
12:00 pm – 6:45 am +2,United Airlines,EWR‐SIN,30h45m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1436,cheap,2022-04-13,3201,5:44,6:10,United Airlines,ANA,2,0
10:15 am – 6:45 am +2,United Airlines,EWR‐SIN,32h30m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3509,10:20,9:00,United Airlines,United Airlines,2,0
12:00 pm – 6:45 am +2,United Airlines,EWR‐SIN,30h45m,1,SFO,9:00 am – 12:44 am +1,United Airlines,SIN‐EWR,27h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3785,5:44,9:00,United Airlines,United Airlines,2,0
10:15 am – 6:45 am +2,United Airlines,EWR‐SIN,32h30m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1436,cheap,2022-04-13,3154,9:00,1:10,Korean Air,Korean Air,2,0
8:30 am – 6:45 am +2,United Airlines,EWR‐SIN,34h15m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1436,cheap,2022-04-13,3214,8:00,1:10,Korean Air,Korean Air,2,0
9:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,26h40m,2,"BOS, ICN",11:30 pm – 10:20 pm +1,Turkish Airlines,SIN‐EWR,34h50m,1,IST,1090,20220403-1434,best,2022-04-13,2860,11:25,6:10,ANA,ANA,3,1
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1039,20220403-1434,best,2022-04-13,2860,11:25,6:10,ANA,ANA,2,1
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1434,best,2022-04-13,3245,8:00,1:10,Korean Air,Korean Air,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1434,best,2022-04-13,2925,10:20,6:10,United Airlines,ANA,2,1
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1039,20220403-1434,best,2022-04-13,3155,6:30,6:10,ANA,ANA,2,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1434,best,2022-04-13,2862,11:25,9:00,United Airlines,United Airlines,2,1
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1434,best,2022-04-13,3185,6:00,6:10,United Airlines,ANA,2,0
3:45 pm – 6:45 am +2,United Airlines,EWR‐SIN,27h00m,1,SFO,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1039,20220403-1434,best,2022-04-13,2994,11:25,9:00,United Airlines,United Airlines,2,1
3:45 pm – 6:45 am +2,United Airlines,EWR‐SIN,27h00m,1,SFO,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,973,20220403-1434,best,2022-04-13,3185,9:00,1:10,Korean Air,Korean Air,2,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 12:44 am +1,United Airlines,SIN‐EWR,27h44m,1,SFO,973,20220403-1434,best,2022-04-13,3330,11:25,6:10,ANA,ANA,2,0
2:15 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h30m,1,SFO,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1039,20220403-1434,best,2022-04-13,3201,5:44,6:10,United Airlines,ANA,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 12:44 am +1,United Airlines,SIN‐EWR,27h44m,1,SFO,973,20220403-1434,best,2022-04-13,3154,9:00,1:10,Korean Air,Korean Air,2,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 11:28 pm,United Airlines,SIN‐EWR,26h28m,2,"SFO, IAD",1043,20220403-1434,best,2022-04-13,3444,11:25,9:00,United Airlines,United Airlines,3,0
2:15 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h30m,1,SFO,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,973,20220403-1434,best,2022-04-13,3340,11:25,10:10,ANA,ANA,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 11:28 pm,United Airlines,SIN‐EWR,26h28m,2,"SFO, IAD",1043,20220403-1434,best,2022-04-13,3214,8:00,1:10,Korean Air,Korean Air,3,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 12:55 am +1,United Airlines,SIN‐EWR,27h55m,2,"SFO, ORD",1043,20220403-1434,best,2022-04-13,3557,11:25,9:00,United Airlines,United Airlines,3,0
10:00 pm – 7:30 am +2,"Austrian Airlines, Singapore Airlines",EWR‐SIN,21h30m,1,LHR,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,7257,20220403-1439,fast,2022-04-13,2540,10:25,8:45,Singapore Airlines,Singapore Airlines,1,0
8:45 pm – 7:00 am +2,Lufthansa,EWR‐SIN,22h15m,1,MUC,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,3773,20220403-1439,fast,2022-04-13,2585,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1514,20220403-1439,fast,2022-04-13,2590,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1514,20220403-1439,fast,2022-04-13,2665,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
9:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,26h40m,2,"BOS, ICN",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1521,20220403-1439,fast,2022-04-13,2679,10:25,6:40,Singapore Airlines,Singapore Airlines,2,0
3:45 pm – 6:45 am +2,United Airlines,EWR‐SIN,27h00m,1,SFO,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1514,20220403-1439,fast,2022-04-13,2820,10:25,11:40,Singapore Airlines,Lufthansa,1,0
8:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,27h40m,2,"ATL, ICN",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1521,20220403-1439,fast,2022-04-13,2840,6:20,1:25,SWISS,SWISS,2,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1039,20220403-1439,fast,2022-04-13,2860,11:25,6:10,ANA,ANA,2,1
7:45 am – 12:20 am +2,"American Airlines, Japan Airlines",EWR‐SIN,28h35m,2,"ORD, NRT",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1657,20220403-1439,fast,2022-04-13,2862,11:25,9:00,United Airlines,United Airlines,2,0
6:20 pm – 5:55 am +2,SWISS,EWR‐SIN,23h35m,1,ZRH,1:25 am – 1:10 pm,SWISS,SIN‐EWR,23h45m,1,ZRH,3566,20220403-1439,fast,2022-04-13,2875,5:45,1:25,SWISS,SWISS,2,0
7:15 am – 12:20 am +2,Japan Airlines,EWR‐SIN,29h05m,2,"SEA, NRT",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1648,20220403-1439,fast,2022-04-13,2880,5:40,1:25,SWISS,SWISS,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,9:00 am – 7:33 pm,United Airlines,SIN‐EWR,22h33m,1,SFO,1039,20220403-1439,fast,2022-04-13,2895,8:45,11:55,Lufthansa,Lufthansa,2,1
6:00 am – 11:40 pm +1,"Delta, Korean Air",EWR‐SIN,29h40m,2,"DTW, ICN",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1590,20220403-1439,fast,2022-04-13,2900,11:25,6:10,ANA,ANA,2,0
11:50 pm – 5:30 pm +2,Turkish Airlines,EWR‐SIN,29h40m,1,IST,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1894,20220403-1439,fast,2022-04-13,2925,10:20,6:10,United Airlines,ANA,1,0
6:34 am – 12:20 am +2,"American Airlines, Japan Airlines",EWR‐SIN,29h46m,2,"DFW, NRT",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1670,20220403-1439,fast,2022-04-13,2945,10:25,6:10,Singapore Airlines,ANA,2,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,983,20220403-1444,cheap,2022-04-14,3245,8:00,1:10,Korean Air,Korean Air,2,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 9:44 pm,ANA,SIN‐EWR,27h34m,2,"NRT, SFO",1001,20220403-1444,cheap,2022-04-14,3185,9:00,1:10,Korean Air,Korean Air,3,0
7:00 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,29h35m,2,"SEA, NRT",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1024,20220403-1444,cheap,2022-04-14,2860,11:25,6:10,ANA,ANA,3,1
6:30 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h05m,2,"SFO, NRT",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1024,20220403-1444,cheap,2022-04-14,3155,6:30,6:10,ANA,ANA,3,0
5:44 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h51m,2,"IAH, NRT",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1024,20220403-1444,cheap,2022-04-14,3627,11:25,10:10,ANA,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 11:09 pm,United Airlines,SIN‐EWR,28h59m,2,"NRT, SFO",1025,20220403-1444,cheap,2022-04-14,3444,11:25,9:00,United Airlines,United Airlines,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 11:28 pm,United Airlines,SIN‐EWR,29h18m,2,"NRT, IAD",1025,20220403-1444,cheap,2022-04-14,3557,11:25,9:00,United Airlines,United Airlines,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 11:55 pm,United Airlines,SIN‐EWR,29h45m,2,"NRT, IAH",1025,20220403-1444,cheap,2022-04-14,3639,11:25,9:00,United Airlines,United Airlines,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 12:44 am +1,United Airlines,SIN‐EWR,30h34m,2,"NRT, SFO",1025,20220403-1444,cheap,2022-04-14,2925,10:20,6:10,United Airlines,ANA,3,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 7:07 am +1,United Airlines,SIN‐EWR,36h57m,2,"NRT, SEA",1025,20220403-1444,cheap,2022-04-14,3185,6:00,6:10,United Airlines,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 10:53 pm,"ANA, United Airlines",SIN‐EWR,28h43m,2,"NRT, IAH",1030,20220403-1444,cheap,2022-04-14,3201,5:44,6:10,United Airlines,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 7:20 am +1,United Airlines,SIN‐EWR,37h10m,2,"NRT, IAD",1030,20220403-1444,cheap,2022-04-14,3509,10:20,9:00,United Airlines,United Airlines,3,0
7:00 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,29h35m,2,"SEA, NRT",6:10 am – 9:44 pm,United Airlines,SIN‐EWR,27h34m,2,"NRT, SFO",1034,20220403-1444,cheap,2022-04-14,3785,5:44,9:00,United Airlines,United Airlines,4,0
6:30 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h05m,2,"SFO, NRT",6:10 am – 9:44 pm,United Airlines,SIN‐EWR,27h34m,2,"NRT, SFO",1034,20220403-1444,cheap,2022-04-14,3154,9:00,1:10,Korean Air,Korean Air,4,0
5:44 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h51m,2,"IAH, NRT",6:10 am – 9:44 pm,United Airlines,SIN‐EWR,27h34m,2,"NRT, SFO",1034,20220403-1444,cheap,2022-04-14,3214,8:00,1:10,Korean Air,Korean Air,4,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,983,20220403-1442,best,2022-04-14,2860,11:25,6:10,ANA,ANA,2,1
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 9:44 pm,ANA,SIN‐EWR,27h34m,2,"NRT, SFO",1001,20220403-1442,best,2022-04-14,3245,8:00,1:10,Korean Air,Korean Air,3,0
7:00 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,29h35m,2,"SEA, NRT",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1024,20220403-1442,best,2022-04-14,2925,10:20,6:10,United Airlines,ANA,3,1
6:30 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h05m,2,"SFO, NRT",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1024,20220403-1442,best,2022-04-14,3155,6:30,6:10,ANA,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 8:54 pm,United Airlines,SIN‐EWR,26h44m,2,"NRT, LAX",1090,20220403-1442,best,2022-04-14,2862,11:25,9:00,United Airlines,United Airlines,3,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 10:53 pm,"ANA, United Airlines",SIN‐EWR,28h43m,2,"NRT, IAH",1030,20220403-1442,best,2022-04-14,3185,6:00,6:10,United Airlines,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 11:09 pm,United Airlines,SIN‐EWR,28h59m,2,"NRT, SFO",1025,20220403-1442,best,2022-04-14,2994,11:25,9:00,United Airlines,United Airlines,3,1
6:30 am – 12:35 am +2,ANA,EWR‐SIN,30h05m,2,"LAX, NRT",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,1063,20220403-1442,best,2022-04-14,3185,9:00,1:10,Korean Air,Korean Air,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,6:10 am – 11:28 pm,United Airlines,SIN‐EWR,29h18m,2,"NRT, IAD",1025,20220403-1442,best,2022-04-14,3330,11:25,6:10,ANA,ANA,3,0
